scheme_label,scheme_code,scheme_detail,station_count,build_cost_wan,served_population_coverage,weighted_served_population_coverage,served_demand_coverage,average_service_access_performance,minimum_service_access_performance,capacity_safety_rate,max_station_utilization,annual_net_profit_after_policy_subsidy,profit_compliant
pareto_184,0120010002,B-小型;C-中型;F-小型;J-中型,4,100.0,0.483694,0.483694,0.484353,0.474549,0.431167,0.5,1.0,1429440.47,0
pareto_185,0100002002,B-小型;G-中型;J-中型,3,82.0,0.483694,0.483694,0.484353,0.473281,0.431167,0.333333,1.0,2103990.64,0
pareto_186,0100200002,B-小型;E-中型;J-中型,3,82.0,0.483694,0.483694,0.484353,0.470884,0.431167,0.333333,1.0,1984821.04,0
pareto_187,0120000002,B-小型;C-中型;J-中型,3,82.0,0.483694,0.483694,0.484353,0.469464,0.431167,0.333333,1.0,1916780.04,0
pareto_188,0100000022,B-小型;I-中型;J-中型,3,82.0,0.483694,0.483694,0.484353,0.467589,0.431167,0.333333,1.0,1823332.09,0
pareto_189,0000200002,E-中型;J-中型,2,64.0,0.483694,0.483694,0.484353,0.417848,0.378371,0.0,1.0,105964.31,0
pareto_190,0020000002,C-中型;J-中型,2,64.0,0.483694,0.483694,0.484353,0.416427,0.378371,0.0,1.0,37923.31,0
pareto_191,0000310010,E-大型;F-小型;I-小型,3,81.0,0.451847,0.451847,0.450671,0.418347,0.0,0.666667,1.0,745063.13,0
pareto_192,0010310000,C-小型;E-大型;F-小型,3,81.0,0.451847,0.451847,0.450671,0.418347,0.0,0.666667,1.0,745063.13,0
pareto_193,1021000002,A-小型;C-中型;D-小型;J-中型,4,100.0,0.444962,0.444962,0.444937,0.424208,0.279467,0.75,1.0,529647.69,0
pareto_194,2000010010,A-中型;F-小型;I-小型,3,68.0,0.435933,0.435933,0.434494,0.373136,0.16011,0.333333,1.0,-320646.71,0
pareto_195,0000200012,E-中型;I-小型;J-中型,3,82.0,0.434487,0.434487,0.434494,0.399423,0.275854,0.666667,1.0,461379.97,0
pareto_196,0000210002,E-中型;F-小型;J-中型,3,82.0,0.434487,0.434487,0.434494,0.399423,0.275854,0.666667,1.0,461379.97,0
pareto_197,2000210000,A-中型;E-中型;F-小型,3,82.0,0.434487,0.434487,0.434494,0.397151,0.275854,0.666667,1.0,349523.43,0
pareto_198,0200210000,B-中型;E-中型;F-小型,3,82.0,0.434487,0.434487,0.434494,0.396276,0.275854,0.666667,1.0,305913.64,0
pareto_199,0000200210,E-中型;H-中型;I-小型,3,82.0,0.434487,0.434487,0.434494,0.39138,0.275854,0.666667,1.0,64247.0,0
pareto_200,0000210200,E-中型;F-小型;H-中型,3,82.0,0.434487,0.434487,0.434494,0.39138,0.275854,0.666667,1.0,64247.0,0
pareto_201,0002200010,D-中型;E-中型;I-小型,3,82.0,0.434487,0.434487,0.434494,0.39138,0.275854,0.666667,1.0,64247.0,0
pareto_202,0002210000,D-中型;E-中型;F-小型,3,82.0,0.434487,0.434487,0.434494,0.39138,0.275854,0.666667,1.0,64247.0,0
pareto_203,2000000020,A-中型;I-中型,2,64.0,0.434487,0.434487,0.434494,0.370684,0.239873,0.5,1.0,-218062.4,0
pareto_204,0100010003,B-小型;F-小型;J-大型,3,81.0,0.429773,0.429773,0.42621,0.405937,0.356653,0.666667,1.0,1072941.13,0
pareto_205,0100001003,B-小型;G-小型;J-大型,3,81.0,0.429773,0.429773,0.42621,0.404678,0.356653,0.666667,1.0,1004261.07,0
pareto_206,0100100003,B-小型;E-小型;J-大型,3,81.0,0.429773,0.429773,0.42621,0.404678,0.356653,0.666667,1.0,1004261.07,0
pareto_207,1013010000,A-小型;C-小型;D-大型;F-小型,4,99.0,0.429773,0.429773,0.42621,0.402671,0.356653,0.75,1.0,172573.86,0
pareto_208,1013100000,A-小型;C-小型;D-大型;E-小型,4,99.0,0.429773,0.429773,0.42621,0.401412,0.356653,0.75,1.0,103893.8,0
pareto_209,1003100000,A-小型;D-大型;E-小型,3,81.0,0.429773,0.429773,0.42621,0.401412,0.356653,0.666667,1.0,842893.8,0
pareto_210,0100000013,B-小型;I-小型;J-大型,3,81.0,0.429773,0.429773,0.42621,0.400902,0.356653,0.666667,1.0,798220.89,0
pareto_211,0110000003,B-小型;C-小型;J-大型,3,81.0,0.429773,0.429773,0.42621,0.400902,0.356653,0.666667,1.0,798220.89,0
pareto_212,1000010300,A-小型;F-小型;H-大型,3,81.0,0.429773,0.429773,0.42621,0.400637,0.356653,0.666667,1.0,810673.05,0
pareto_213,1013000000,A-小型;C-小型;D-大型,3,81.0,0.429773,0.429773,0.42621,0.397635,0.356653,0.666667,1.0,636853.62,0
pareto_214,2011010200,A-中型;C-小型;D-小型;F-小型;H-中型,5,118.0,0.413321,0.413321,0.410033,0.391395,0.267745,0.8,1.0,-145931.8,0
pareto_215,2011100200,A-中型;C-小型;D-小型;E-小型;H-中型,5,118.0,0.413321,0.413321,0.410033,0.390136,0.267745,0.8,1.0,-214611.85,0
pareto_216,2012010010,A-中型;C-小型;D-中型;F-小型;I-小型,5,118.0,0.413321,0.413321,0.410033,0.388201,0.267745,0.8,1.0,-331218.79,0
pareto_217,2010010210,A-中型;C-小型;F-小型;H-中型;I-小型,5,118.0,0.413321,0.413321,0.410033,0.386674,0.267745,0.8,1.0,-406966.64,0
pareto_218,0301000000,B-大型;D-小型,2,63.0,0.40772,0.40772,0.408092,0.348436,0.0,0.5,1.0,-256413.73,0
pareto_219,3000000000,A-大型,1,45.0,0.369582,0.369582,0.363265,0.304328,0.0,0.0,1.0,-260800.28,0
pareto_220,0000001101,G-小型;H-小型;J-小型,3,54.0,0.367282,0.367282,0.363265,0.316929,0.186688,0.0,1.0,-82024.95,0
pareto_221,0001001001,D-小型;G-小型;J-小型,3,54.0,0.367282,0.367282,0.363265,0.316929,0.186688,0.0,1.0,-82024.95,0
pareto_222,0100001100,B-小型;G-小型;H-小型,3,54.0,0.367282,0.367282,0.363265,0.315601,0.186688,0.0,1.0,-147616.82,0
pareto_223,0101001000,B-小型;D-小型;G-小型,3,54.0,0.367282,0.367282,0.363265,0.315601,0.186688,0.0,1.0,-147616.82,0
pareto_224,0000100101,E-小型;H-小型;J-小型,3,54.0,0.366741,0.366741,0.363265,0.315446,0.22356,0.0,1.0,-155006.48,0
pareto_225,0001100001,D-小型;E-小型;J-小型,3,54.0,0.366741,0.366741,0.363265,0.315446,0.22356,0.0,1.0,-155006.48,0
pareto_226,0000001002,G-小型;J-中型,2,50.0,0.365807,0.365807,0.363265,0.315838,0.186688,0.0,1.0,87052.19,0
pareto_227,0200001000,B-中型;G-小型,2,50.0,0.365807,0.365807,0.363265,0.313242,0.186688,0.0,1.0,-40875.92,0
pareto_228,0000001200,G-小型;H-中型,2,50.0,0.365807,0.365807,0.363265,0.312261,0.186688,0.0,1.0,-89854.96,0
pareto_229,0002001000,D-中型;G-小型,2,50.0,0.365807,0.365807,0.363265,0.311223,0.186688,0.0,1.0,-140917.38,0
pareto_230,0101100100,B-小型;D-小型;E-小型;H-小型,4,72.0,0.3645,0.3645,0.363265,0.357135,0.255882,0.25,1.0,1165028.89,0
pareto_231,0000100002,E-小型;J-中型,2,50.0,0.364402,0.364402,0.363265,0.314211,0.22356,0.0,1.0,7948.35,0
pareto_232,0002100000,D-中型;E-小型,2,50.0,0.364402,0.364402,0.363265,0.310504,0.22356,0.0,1.0,-175189.07,0
pareto_233,0100010100,B-小型;F-小型;H-小型,3,54.0,0.364189,0.364189,0.363265,0.310594,0.226959,0.0,1.0,-392436.11,0
pareto_234,0000101001,E-小型;G-小型;J-小型,3,54.0,0.363968,0.363968,0.363265,0.316247,0.235498,0.0,1.0,-110896.17,0
pareto_235,0000010011,F-小型;I-小型;J-小型,3,54.0,0.363968,0.363968,0.363265,0.314038,0.235498,0.0,1.0,-221467.12,0
pareto_236,0001010101,D-小型;F-小型;H-小型;J-小型,4,72.0,0.363297,0.363297,0.363265,0.355438,0.300229,0.25,1.0,1082825.79,0
pareto_237,0001010001,D-小型;F-小型;J-小型,3,54.0,0.363297,0.363297,0.363265,0.311846,0.263466,0.0,1.0,-329890.74,0
pareto_238,0000200011,E-中型;I-小型;J-小型,3,68.0,0.363261,0.363261,0.363265,0.341877,0.275854,0.333333,1.0,636821.02,0
pareto_239,0100200010,B-小型;E-中型;I-小型,3,68.0,0.363261,0.363261,0.363265,0.339896,0.275854,0.333333,1.0,538935.53,0
pareto_240,0000210001,E-中型;F-小型;J-小型,3,68.0,0.363261,0.363261,0.363265,0.337518,0.275854,0.333333,1.0,421665.46,0
pareto_241,0000200110,E-中型;H-小型;I-小型,3,68.0,0.363261,0.363261,0.363265,0.336813,0.275854,0.333333,1.0,386776.16,0
pareto_242,0001200010,D-小型;E-中型;I-小型,3,68.0,0.363261,0.363261,0.363265,0.336813,0.275854,0.333333,1.0,386776.16,0
pareto_243,1000210000,A-小型;E-中型;F-小型,3,68.0,0.363261,0.363261,0.363265,0.336088,0.275854,0.333333,1.0,351237.79,0
pareto_244,0100210000,B-小型;E-中型;F-小型,3,68.0,0.363261,0.363261,0.363265,0.335536,0.275854,0.333333,1.0,323779.97,0
pareto_245,0000210100,E-中型;F-小型;H-小型,3,68.0,0.363261,0.363261,0.363265,0.332454,0.275854,0.333333,1.0,171620.6,0
pareto_246,0001210000,D-小型;E-中型;F-小型,3,68.0,0.363261,0.363261,0.363265,0.332454,0.275854,0.333333,1.0,171620.6,0
pareto_247,1000000020,A-小型;I-中型,2,50.0,0.363261,0.363261,0.363265,0.30962,0.239873,0.0,1.0,-216348.05,0
pareto_248,0000010002,F-小型;J-中型,2,50.0,0.363229,0.363229,0.363265,0.311793,0.280679,0.0,1.0,-111092.36,0
pareto_249,0002010000,D-中型;F-小型,2,50.0,0.363229,0.363229,0.363265,0.308837,0.280679,0.0,1.0,-257134.42,0
pareto_250,0200010000,B-中型;F-小型,2,50.0,0.363229,0.363229,0.363265,0.307851,0.280679,0.0,1.0,-305610.05,0
pareto_251,0000210010,E-中型;F-小型;I-小型,3,68.0,0.330758,0.330758,0.329583,0.302207,0.0,0.666667,1.0,30534.51,0
pareto_252,0010210000,C-小型;E-中型;F-小型,3,68.0,0.330758,0.330758,0.329583,0.302207,0.0,0.666667,1.0,30534.51,0
pareto_253,0000110012,E-小型;F-小型;I-小型;J-中型,4,86.0,0.313397,0.313397,0.313406,0.283282,0.137927,0.75,1.0,-991648.65,0
pareto_254,0010100012,C-小型;E-小型;I-小型;J-中型,4,86.0,0.313397,0.313397,0.313406,0.283282,0.137927,0.75,1.0,-991648.65,0
pareto_255,0000100012,E-小型;I-小型;J-中型,3,68.0,0.313397,0.313397,0.313406,0.283282,0.137927,0.666667,1.0,-252648.65,0
pareto_256,0000110002,E-小型;F-小型;J-中型,3,68.0,0.313397,0.313397,0.313406,0.283282,0.137927,0.666667,1.0,-252648.65,0
pareto_257,2000110000,A-中型;E-小型;F-小型,3,68.0,0.313397,0.313397,0.313406,0.28101,0.137927,0.666667,1.0,-364505.19,0
pareto_258,0200110000,B-中型;E-小型;F-小型,3,68.0,0.313397,0.313397,0.313406,0.280135,0.137927,0.666667,1.0,-408114.98,0
pareto_259,0000110210,E-小型;F-小型;H-中型;I-小型,4,86.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.75,1.0,-1388781.62,0
pareto_260,0002110010,D-中型;E-小型;F-小型;I-小型,4,86.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.75,1.0,-1388781.62,0
pareto_261,0010100210,C-小型;E-小型;H-中型;I-小型,4,86.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.75,1.0,-1388781.62,0
pareto_262,0012100010,C-小型;D-中型;E-小型;I-小型,4,86.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.75,1.0,-1388781.62,0
pareto_263,0000100210,E-小型;H-中型;I-小型,3,68.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.666667,1.0,-649781.62,0
pareto_264,0000110200,E-小型;F-小型;H-中型,3,68.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.666667,1.0,-649781.62,0
pareto_265,0002100010,D-中型;E-小型;I-小型,3,68.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.666667,1.0,-649781.62,0
pareto_266,0002110000,D-中型;E-小型;F-小型,3,68.0,0.313397,0.313397,0.313406,0.27524,0.137927,0.666667,1.0,-649781.62,0
pareto_267,2000000010,A-中型;I-小型,2,50.0,0.313397,0.313397,0.313406,0.267777,0.119936,0.5,1.0,-278798.11,0
pareto_268,1001010002,A-小型;D-小型;F-小型;J-中型,4,86.0,0.309437,0.309437,0.305122,0.289089,0.237769,0.75,1.0,-415532.31,0
pareto_269,0100010002,B-小型;F-小型;J-中型,3,68.0,0.309437,0.309437,0.305122,0.289089,0.237769,0.666667,1.0,323467.69,0
pareto_270,0100001002,B-小型;G-小型;J-中型,3,68.0,0.309437,0.309437,0.305122,0.28783,0.237769,0.666667,1.0,254787.63,0
pareto_271,0100100002,B-小型;E-小型;J-中型,3,68.0,0.309437,0.309437,0.305122,0.28783,0.237769,0.666667,1.0,254787.63,0
pareto_272,1012010010,A-小型;C-小型;D-中型;F-小型;I-小型,5,104.0,0.309437,0.309437,0.305122,0.286911,0.237769,0.8,1.0,-1262110.49,0
pareto_273,1002010010,A-小型;D-中型;F-小型;I-小型,4,86.0,0.309437,0.309437,0.305122,0.286911,0.237769,0.75,1.0,-523110.49,0
pareto_274,1012101000,A-小型;C-小型;D-中型;E-小型;G-小型,5,104.0,0.309437,0.309437,0.305122,0.285652,0.237769,0.8,1.0,-1330790.55,0
pareto_275,1002101000,A-小型;D-中型;E-小型;G-小型,4,86.0,0.309437,0.309437,0.305122,0.285652,0.237769,0.75,1.0,-591790.55,0
pareto_276,1012001000,A-小型;C-小型;D-中型;G-小型,4,86.0,0.309437,0.309437,0.305122,0.285652,0.237769,0.75,1.0,-591790.55,0
pareto_277,1002001000,A-小型;D-中型;G-小型,3,68.0,0.309437,0.309437,0.305122,0.285652,0.237769,0.666667,1.0,147209.45,0
pareto_278,1010010210,A-小型;C-小型;F-小型;H-中型;I-小型,5,104.0,0.309437,0.309437,0.305122,0.285555,0.237769,0.8,1.0,-1329377.7,0
pareto_279,1011010200,A-小型;C-小型;D-小型;F-小型;H-中型,5,104.0,0.309437,0.309437,0.305122,0.285555,0.237769,0.8,1.0,-1329377.7,0
pareto_280,1000010210,A-小型;F-小型;H-中型;I-小型,4,86.0,0.309437,0.309437,0.305122,0.285555,0.237769,0.75,1.0,-590377.7,0
pareto_281,1001010200,A-小型;D-小型;F-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.285555,0.237769,0.75,1.0,-590377.7,0
pareto_282,1010010200,A-小型;C-小型;F-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.285555,0.237769,0.75,1.0,-590377.7,0
pareto_283,1010101200,A-小型;C-小型;E-小型;G-小型;H-中型,5,104.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.8,1.0,-1398057.75,0
pareto_284,1011100200,A-小型;C-小型;D-小型;E-小型;H-中型,5,104.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.8,1.0,-1398057.75,0
pareto_285,1000101200,A-小型;E-小型;G-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.75,1.0,-659057.75,0
pareto_286,1001100200,A-小型;D-小型;E-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.75,1.0,-659057.75,0
pareto_287,1010001200,A-小型;C-小型;G-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.75,1.0,-659057.75,0
pareto_288,1010100200,A-小型;C-小型;E-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.75,1.0,-659057.75,0
pareto_289,1000001200,A-小型;G-小型;H-中型,3,68.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.666667,1.0,79942.25,0
pareto_290,1000100200,A-小型;E-小型;H-中型,3,68.0,0.309437,0.309437,0.305122,0.284296,0.237769,0.666667,1.0,79942.25,0
pareto_291,0100000012,B-小型;I-小型;J-中型,3,68.0,0.309437,0.309437,0.305122,0.284053,0.237769,0.666667,1.0,48747.46,0
pareto_292,0110000002,B-小型;C-小型;J-中型,3,68.0,0.309437,0.309437,0.305122,0.284053,0.237769,0.666667,1.0,48747.46,0
pareto_293,1012000010,A-小型;C-小型;D-中型;I-小型,4,86.0,0.309437,0.309437,0.305122,0.281876,0.237769,0.75,1.0,-797830.72,0
pareto_294,1002000010,A-小型;D-中型;I-小型,3,68.0,0.309437,0.309437,0.305122,0.281876,0.237769,0.666667,1.0,-58830.72,0
pareto_295,1010000210,A-小型;C-小型;H-中型;I-小型,4,86.0,0.309437,0.309437,0.305122,0.28052,0.237769,0.75,1.0,-865097.93,0
pareto_296,1011000200,A-小型;C-小型;D-小型;H-中型,4,86.0,0.309437,0.309437,0.305122,0.28052,0.237769,0.75,1.0,-865097.93,0
pareto_297,1000000210,A-小型;H-中型;I-小型,3,68.0,0.309437,0.309437,0.305122,0.28052,0.237769,0.666667,1.0,-126097.93,0
pareto_298,1010000200,A-小型;C-小型;H-中型,3,68.0,0.309437,0.309437,0.305122,0.28052,0.237769,0.666667,1.0,-126097.93,0
pareto_299,2000000000,A-中型,1,32.0,0.246388,0.246388,0.242176,0.202885,0.0,0.0,1.0,-247866.85,0
pareto_300,1000001000,A-小型;G-小型,2,36.0,0.242731,0.242731,0.242176,0.206583,0.158683,0.0,1.0,-283173.09,0
pareto_301,0001001100,D-小型;G-小型;H-小型,3,54.0,0.242613,0.242613,0.242176,0.237541,0.212738,0.333333,1.0,504430.85,0
pareto_302,0000001001,G-小型;J-小型,2,36.0,0.242613,0.242613,0.242176,0.210269,0.186688,0.0,1.0,-102129.84,0
pareto_303,0100001000,B-小型;G-小型,2,36.0,0.242613,0.242613,0.242176,0.208971,0.186688,0.0,1.0,-166093.89,0
pareto_304,0000001100,G-小型;H-小型,2,36.0,0.242613,0.242613,0.242176,0.20848,0.186688,0.0,1.0,-190583.41,0
pareto_305,0001001000,D-小型;G-小型,2,36.0,0.242613,0.242613,0.242176,0.207961,0.186688,0.0,1.0,-216114.62,0
pareto_306,0000100001,E-小型;J-小型,2,36.0,0.241847,0.241847,0.242176,0.208924,0.189186,0.0,1.0,-168017.85,0
pareto_307,0010000001,C-小型;J-小型,2,36.0,0.241847,0.241847,0.242176,0.208214,0.189186,0.0,1.0,-202038.34,0
pareto_308,0000110010,E-小型;F-小型;I-小型,3,54.0,0.209668,0.209668,0.208495,0.186066,0.0,0.666667,1.0,-683494.12,0
pareto_309,0000111000,E-小型;F-小型;G-小型,3,54.0,0.209668,0.209668,0.208495,0.186066,0.0,0.666667,1.0,-683494.12,0
pareto_310,0010110000,C-小型;E-小型;F-小型,3,54.0,0.209668,0.209668,0.208495,0.186066,0.0,0.666667,1.0,-683494.12,0
pareto_311,0100000001,B-小型;J-小型,2,36.0,0.20867,0.20867,0.208495,0.178799,0.0,0.5,1.0,-303779.29,0
pareto_312,1010010111,A-小型;C-小型;F-小型;H-小型;I-小型;J-小型,6,108.0,0.189101,0.189101,0.184034,0.17224,0.118884,0.833333,1.0,-2642505.75,0
pareto_313,1011010011,A-小型;C-小型;D-小型;F-小型;I-小型;J-小型,6,108.0,0.189101,0.189101,0.184034,0.17224,0.118884,0.833333,1.0,-2642505.75,0
pareto_314,1000010111,A-小型;F-小型;H-小型;I-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.17224,0.118884,0.8,1.0,-1903505.75,0
pareto_315,1001010011,A-小型;D-小型;F-小型;I-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.17224,0.118884,0.8,1.0,-1903505.75,0
pareto_316,0100010001,B-小型;F-小型;J-小型,3,54.0,0.189101,0.189101,0.184034,0.17224,0.118884,0.666667,1.0,-425505.75,0
pareto_317,1010101101,A-小型;C-小型;E-小型;G-小型;H-小型;J-小型,6,108.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.833333,1.0,-2711185.81,0
pareto_318,1011101001,A-小型;C-小型;D-小型;E-小型;G-小型;J-小型,6,108.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.833333,1.0,-2711185.81,0
pareto_319,1000101101,A-小型;E-小型;G-小型;H-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.8,1.0,-1972185.81,0
pareto_320,1001101001,A-小型;D-小型;E-小型;G-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.8,1.0,-1972185.81,0
pareto_321,1010001101,A-小型;C-小型;G-小型;H-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.8,1.0,-1972185.81,0
pareto_322,1011001001,A-小型;C-小型;D-小型;G-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.8,1.0,-1972185.81,0
pareto_323,1000001101,A-小型;G-小型;H-小型;J-小型,4,72.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.75,1.0,-1233185.81,0
pareto_324,1001001001,A-小型;D-小型;G-小型;J-小型,4,72.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.75,1.0,-1233185.81,0
pareto_325,0100001001,B-小型;G-小型;J-小型,3,54.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.666667,1.0,-494185.81,0
pareto_326,0100100001,B-小型;E-小型;J-小型,3,54.0,0.189101,0.189101,0.184034,0.170982,0.118884,0.666667,1.0,-494185.81,0
pareto_327,1011010100,A-小型;C-小型;D-小型;F-小型;H-小型,5,90.0,0.189101,0.189101,0.184034,0.170474,0.118884,0.8,1.0,-1990928.44,0
pareto_328,1001010100,A-小型;D-小型;F-小型;H-小型,4,72.0,0.189101,0.189101,0.184034,0.170474,0.118884,0.75,1.0,-1251928.44,0
pareto_329,1011100100,A-小型;C-小型;D-小型;E-小型;H-小型,5,90.0,0.189101,0.189101,0.184034,0.169215,0.118884,0.8,1.0,-2059608.5,0
pareto_330,1001100100,A-小型;D-小型;E-小型;H-小型,4,72.0,0.189101,0.189101,0.184034,0.169215,0.118884,0.75,1.0,-1320608.5,0
pareto_331,1010000111,A-小型;C-小型;H-小型;I-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.8,1.0,-2178225.98,0
pareto_332,1011000011,A-小型;C-小型;D-小型;I-小型;J-小型,5,90.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.8,1.0,-2178225.98,0
pareto_333,1000000111,A-小型;H-小型;I-小型;J-小型,4,72.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.75,1.0,-1439225.98,0
pareto_334,1001000011,A-小型;D-小型;I-小型;J-小型,4,72.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.75,1.0,-1439225.98,0
pareto_335,0100000011,B-小型;I-小型;J-小型,3,54.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.666667,1.0,-700225.98,0
pareto_336,0110000001,B-小型;C-小型;J-小型,3,54.0,0.189101,0.189101,0.184034,0.167205,0.118884,0.666667,1.0,-700225.98,0
pareto_337,1011000100,A-小型;C-小型;D-小型;H-小型,4,72.0,0.189101,0.189101,0.184034,0.165438,0.118884,0.75,1.0,-1526648.67,0
pareto_338,1000000000,A-小型,1,18.0,0.123194,0.123194,0.121088,0.101443,0.0,0.0,1.0,-234433.43,0
