scenario,candidate_id,price_scheme_detail,subsidy_policy,lambda,baseline_converged_lambda_1_no_damping,converged,iterations,max_abs_delta,average_service_access_performance,minimum_service_access_performance,annual_net_profit,profit_rate,profit_compliant,aggregate_profit_rate_compliant,station_profit_compliant,feasible_station_count,joint_feasible_solution_exists
S0_baseline,S0_baseline_P003_SB1.0,C:alpha=1.2;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P003_SB1.0,C:alpha=1.2;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P004_SB1.0,C:alpha=1.3;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P004_SB1.0,C:alpha=1.3;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P004_SB1.0,C:alpha=1.3;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P004_SB1.0,C:alpha=1.3;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P004_SB1.0,C:alpha=1.3;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P005_SB1.0,C:alpha=1.4;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P005_SB1.0,C:alpha=1.4;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P005_SB1.0,C:alpha=1.4;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P005_SB1.0,C:alpha=1.4;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P005_SB1.0,C:alpha=1.4;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P006_SB1.0,C:alpha=1.5;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P006_SB1.0,C:alpha=1.5;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P006_SB1.0,C:alpha=1.5;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P006_SB1.0,C:alpha=1.5;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P006_SB1.0,C:alpha=1.5;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P007_SB1.0,C:alpha=1.6;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P007_SB1.0,C:alpha=1.6;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P007_SB1.0,C:alpha=1.6;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P007_SB1.0,C:alpha=1.6;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P007_SB1.0,C:alpha=1.6;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P008_SB1.0,C:alpha=1.8;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P008_SB1.0,C:alpha=1.8;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P008_SB1.0,C:alpha=1.8;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P008_SB1.0,C:alpha=1.8;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P008_SB1.0,C:alpha=1.8;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P009_SB1.0,C:alpha=2.0;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P009_SB1.0,C:alpha=2.0;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P009_SB1.0,C:alpha=2.0;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P009_SB1.0,C:alpha=2.0;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P009_SB1.0,C:alpha=2.0;E:alpha=1.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.88,0.62812,0.0,-411059.64,-0.012011,0,0,0,2,0
S0_baseline,S0_baseline_P010_SB1.0,C:alpha=1.0;E:alpha=1.1;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,0,0,30,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P010_SB1.0,C:alpha=1.0;E:alpha=1.1;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,0,0,30,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P010_SB1.0,C:alpha=1.0;E:alpha=1.1;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,0,0,30,0.92791883,0.72712,0.086343,262862.85,0.006671,0,1,0,1,0
S0_baseline,S0_baseline_P010_SB1.0,C:alpha=1.0;E:alpha=1.1;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,0,0,30,0.92791883,0.72712,0.086343,262862.85,0.006671,0,1,0,1,0
S0_baseline,S0_baseline_P010_SB1.0,C:alpha=1.0;E:alpha=1.1;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,0,0,30,0.92791883,0.72712,0.086343,262862.85,0.006671,0,1,0,1,0
S0_baseline,S0_baseline_P011_SB1.0,C:alpha=1.0;E:alpha=1.2;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P011_SB1.0,C:alpha=1.0;E:alpha=1.2;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P011_SB1.0,C:alpha=1.0;E:alpha=1.2;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P011_SB1.0,C:alpha=1.0;E:alpha=1.2;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P011_SB1.0,C:alpha=1.0;E:alpha=1.2;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P012_SB1.0,C:alpha=1.0;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P012_SB1.0,C:alpha=1.0;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P012_SB1.0,C:alpha=1.0;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P012_SB1.0,C:alpha=1.0;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P012_SB1.0,C:alpha=1.0;E:alpha=1.3;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P013_SB1.0,C:alpha=1.0;E:alpha=1.4;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P013_SB1.0,C:alpha=1.0;E:alpha=1.4;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P013_SB1.0,C:alpha=1.0;E:alpha=1.4;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P013_SB1.0,C:alpha=1.0;E:alpha=1.4;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P013_SB1.0,C:alpha=1.0;E:alpha=1.4;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P014_SB1.0,C:alpha=1.0;E:alpha=1.5;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P014_SB1.0,C:alpha=1.0;E:alpha=1.5;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P014_SB1.0,C:alpha=1.0;E:alpha=1.5;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P014_SB1.0,C:alpha=1.0;E:alpha=1.5;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P014_SB1.0,C:alpha=1.0;E:alpha=1.5;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P015_SB1.0,C:alpha=1.0;E:alpha=1.6;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P015_SB1.0,C:alpha=1.0;E:alpha=1.6;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P015_SB1.0,C:alpha=1.0;E:alpha=1.6;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P015_SB1.0,C:alpha=1.0;E:alpha=1.6;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P015_SB1.0,C:alpha=1.0;E:alpha=1.6;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P016_SB1.0,C:alpha=1.0;E:alpha=1.8;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P016_SB1.0,C:alpha=1.0;E:alpha=1.8;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P016_SB1.0,C:alpha=1.0;E:alpha=1.8;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P016_SB1.0,C:alpha=1.0;E:alpha=1.8;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P016_SB1.0,C:alpha=1.0;E:alpha=1.8;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P017_SB1.0,C:alpha=1.0;E:alpha=2.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P017_SB1.0,C:alpha=1.0;E:alpha=2.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P017_SB1.0,C:alpha=1.0;E:alpha=2.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P017_SB1.0,C:alpha=1.0;E:alpha=2.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P017_SB1.0,C:alpha=1.0;E:alpha=2.0;G:alpha=1.0;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.92791883,0.629389,0.0,-198739.49,-0.005681,0,0,0,3,0
S0_baseline,S0_baseline_P018_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.1;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,0,0,30,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P018_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.1;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,0,0,30,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P018_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.1;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,0,0,30,0.959,0.719817,0.109236,-188029.52,-0.004714,0,0,0,1,0
S0_baseline,S0_baseline_P018_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.1;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,0,0,30,0.959,0.719817,0.109236,-188029.52,-0.004714,0,0,0,1,0
S0_baseline,S0_baseline_P018_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.1;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,0,0,30,0.959,0.719817,0.109236,-188029.52,-0.004714,0,0,0,1,0
S0_baseline,S0_baseline_P019_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.2;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P019_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.2;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P019_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.2;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P019_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.2;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P019_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.2;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P020_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.3;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P020_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.3;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P020_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.3;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P020_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.3;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P020_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.3;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P021_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.4;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P021_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.4;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P021_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.4;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P021_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.4;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P021_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.4;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P022_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.5;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P022_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.5;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P022_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.5;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P022_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.5;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P022_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.5;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P023_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.6;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P023_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.6;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P023_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.6;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.5,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P023_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.6;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.7,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P023_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.6;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,1.0,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P024_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.8;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.2,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
S0_baseline,S0_baseline_P024_SB1.0,C:alpha=1.0;E:alpha=1.0;G:alpha=1.8;I:alpha=1.0;J:alpha=1.0,targeted_subsidy_1.0,0.3,1,1,3,0.959,0.629326,0.042747,-268866.48,-0.00769,0,0,0,3,0
