scenario,station,scale,selected_prices_by_service,selected_price_satisfaction_by_service,station_average_price_satisfaction,station_average_service_satisfaction,station_minimum_service_access_performance,annual_revenue,annual_government_subsidy,annual_direct_cost,annual_fixed_cost,annual_depreciation,annual_total_cost,annual_net_profit,profit_rate,profit_compliant,break_even_gap,over_8pct_excess,candidate_rank_within_station
S0,E,大型,助餐:13.00|日间照料:20.00|上门护理:45.00|康复理疗:33.60|助浴:30.00|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:0.60|康复理疗:0.75|助浴:0.75|紧急救助:1.00,0.783333,0.727917,0.727917,31352237.66,949000.0,29428855.82,1606000.0,22500.0,31057355.82,1243881.85,0.040051,1,0.0,0.0,14
S0,E,大型,助餐:13.00|日间照料:22.00|上门护理:36.00|康复理疗:36.40|助浴:45.00|紧急救助:0.00,助餐:0.60|日间照料:0.90|上门护理:0.75|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.741667,0.707083,0.707083,31202887.62,949000.0,29288406.9,1606000.0,22500.0,30916906.9,1234980.72,0.039945,1,0.0,0.0,15
S0,E,大型,助餐:10.00|日间照料:24.00|上门护理:39.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:0.60|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.875,0.77375,0.77375,32498691.04,949000.0,30530216.38,1606000.0,22500.0,32158716.38,1288974.67,0.040082,1,0.0,0.0,16
S0,E,大型,助餐:11.00|日间照料:24.00|上门护理:33.00|康复理疗:30.80|助浴:32.50|紧急救助:0.00,助餐:0.90|日间照料:0.75|上门护理:0.90|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.841667,0.757083,0.757083,32534884.78,949000.0,30564951.69,1606000.0,22500.0,32193451.69,1290433.09,0.040084,1,0.0,0.0,17
S0,E,大型,助餐:11.00|日间照料:22.00|上门护理:45.00|康复理疗:28.00|助浴:37.50|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:0.60|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.833333,0.752917,0.752917,31573571.34,949000.0,29639575.2,1606000.0,22500.0,31268075.2,1254496.13,0.040121,1,0.0,0.0,18
S0,E,大型,助餐:12.00|日间照料:22.00|上门护理:30.00|康复理疗:36.40|助浴:45.00|紧急救助:0.00,助餐:0.75|日间照料:0.90|上门护理:1.00|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.808333,0.740417,0.740417,32166207.45,949000.0,30208482.79,1606000.0,22500.0,31836982.79,1278224.66,0.040149,1,0.0,0.0,19
S0,E,大型,助餐:10.00|日间照料:22.00|上门护理:45.00|康复理疗:36.40|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.60|康复理疗:0.60|助浴:0.90|紧急救助:1.00,0.833333,0.752917,0.752917,31676814.83,949000.0,29748023.33,1606000.0,22500.0,31376523.33,1249291.51,0.039816,1,0.0,0.0,20
S0,E,大型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.819583,0.819583,33574138.53,949000.0,31713170.05,1606000.0,22500.0,33341670.05,1181468.47,0.035435,1,0.0,0.0,21
S0,E,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.819583,0.819583,33378294.95,949000.0,32093556.62,1606000.0,22500.0,33722056.62,605238.33,0.017948,1,0.0,0.0,22
S0,E,大型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.819583,0.819583,33637185.45,949000.0,32013090.26,1606000.0,22500.0,33641590.26,944595.19,0.028078,1,0.0,0.0,23
S0,E,大型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.819583,0.819583,33449837.34,949000.0,31847194.15,1606000.0,22500.0,33475694.15,923143.18,0.027577,1,0.0,0.0,24
S0,E,大型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.819583,0.819583,34147070.77,949000.0,31794841.85,1606000.0,22500.0,33423341.85,1672728.91,0.050047,1,0.0,0.0,25
S0,E,大型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.958333,0.815417,0.815417,33082554.04,949000.0,32096723.88,1606000.0,22500.0,33725223.88,306330.16,0.009083,1,0.0,0.0,26
S0,E,大型,助餐:10.00|日间照料:20.00|上门护理:36.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.75|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.815417,0.815417,32709762.72,949000.0,31765765.3,1606000.0,22500.0,33394265.3,264497.43,0.00792,1,0.0,0.0,27
S0,E,大型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.815417,0.815417,34092128.57,949000.0,31657152.74,1606000.0,22500.0,33285652.74,1755475.83,0.05274,1,0.0,0.0,28
S0,E,大型,助餐:12.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.815417,0.815417,33849801.76,949000.0,31930730.81,1606000.0,22500.0,33559230.81,1239570.95,0.036937,1,0.0,0.0,29
S0,E,大型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.95,0.81125,0.81125,32755300.07,949000.0,31835621.66,1606000.0,22500.0,33464121.66,240178.42,0.007177,1,0.0,0.0,30
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,1.0,0.834,0.834,18152645.23,365000.0,17726520.27,730000.0,9000.0,18465520.27,52124.95,0.002823,1,0.0,0.0,1
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.983333,0.825667,0.825667,18114290.3,365000.0,17611342.77,730000.0,9000.0,18350342.77,128947.53,0.007027,1,0.0,0.0,2
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.825667,0.825667,17998483.65,365000.0,17509808.2,730000.0,9000.0,18248808.2,114675.46,0.006284,1,0.0,0.0,3
S4,A,小型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.825667,0.825667,18373861.95,365000.0,17466146.62,730000.0,9000.0,18205146.62,533715.34,0.029317,1,0.0,0.0,4
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.825667,0.825667,18316732.25,365000.0,17552723.53,730000.0,9000.0,18291723.53,390008.72,0.021322,1,0.0,0.0,5
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.966667,0.817333,0.817333,17938950.14,365000.0,17551640.18,730000.0,9000.0,18290640.18,13309.96,0.000728,1,0.0,0.0,6
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,17956614.12,365000.0,17398711.77,730000.0,9000.0,18137711.77,183902.35,0.010139,1,0.0,0.0,7
S4,A,小型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.817333,0.817333,18188417.24,365000.0,17401386.61,730000.0,9000.0,18140386.61,413030.63,0.022769,1,0.0,0.0,8
S4,A,小型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,18313234.31,365000.0,17342168.7,730000.0,9000.0,18081168.7,597065.61,0.033021,1,0.0,0.0,9
S4,A,小型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,18188417.24,365000.0,17237198.43,730000.0,9000.0,17976198.43,577218.81,0.03211,1,0.0,0.0,10
S4,A,小型,助餐:11.00|日间照料:26.00|上门护理:39.00|康复理疗:36.40|助浴:45.00|紧急救助:0.00,助餐:0.90|日间照料:0.60|上门护理:0.60|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.716667,0.692333,0.692333,16592410.53,365000.0,15565487.89,730000.0,9000.0,16304487.89,652922.63,0.040046,1,0.0,0.0,11
S4,A,小型,助餐:13.00|日间照料:20.00|上门护理:45.00|康复理疗:30.80|助浴:45.00|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:0.60|康复理疗:0.90|助浴:0.60|紧急救助:1.00,0.783333,0.725667,0.725667,16773857.9,365000.0,15741576.77,730000.0,9000.0,16480576.77,658281.14,0.039943,1,0.0,0.0,12
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:54.00|康复理疗:33.60|助浴:37.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.60|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.808333,0.738167,0.738167,16611887.37,365000.0,15585955.19,730000.0,9000.0,16324955.19,651932.18,0.039935,1,0.0,0.0,13
S4,A,小型,助餐:13.00|日间照料:22.00|上门护理:39.00|康复理疗:30.80|助浴:30.00|紧急救助:0.00,助餐:0.60|日间照料:0.90|上门护理:0.60|康复理疗:0.90|助浴:0.75|紧急救助:1.00,0.791667,0.729833,0.729833,17188612.87,365000.0,16138403.24,730000.0,9000.0,16877403.24,676209.63,0.040066,1,0.0,0.0,14
S4,A,小型,助餐:10.00|日间照料:26.00|上门护理:30.00|康复理疗:33.60|助浴:37.50|紧急救助:0.00,助餐:1.00|日间照料:0.60|上门护理:1.00|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.825,0.7465,0.7465,17491565.2,365000.0,16432007.67,730000.0,9000.0,17171007.67,685557.53,0.039925,1,0.0,0.0,15
S4,A,小型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:36.40|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:0.60|助浴:0.90|紧急救助:1.00,0.875,0.7715,0.7715,17858546.66,365000.0,16784966.65,730000.0,9000.0,17523966.65,699580.01,0.039921,1,0.0,0.0,16
S4,A,小型,助餐:10.00|日间照料:26.00|上门护理:45.00|康复理疗:33.60|助浴:32.50|紧急救助:0.00,助餐:1.00|日间照料:0.60|上门护理:0.60|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.758333,0.713167,0.713167,16710517.41,365000.0,15681021.61,730000.0,9000.0,16420021.61,655495.8,0.039921,1,0.0,0.0,17
S4,A,小型,助餐:13.00|日间照料:24.00|上门护理:36.00|康复理疗:36.40|助浴:37.50|紧急救助:0.00,助餐:0.60|日间照料:0.75|上门护理:0.75|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.716667,0.692333,0.692333,16818970.52,365000.0,15782494.58,730000.0,9000.0,16521494.58,662475.94,0.040098,1,0.0,0.0,18
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:45.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.60|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.875,0.7715,0.7715,17362029.05,365000.0,16304327.24,730000.0,9000.0,17043327.24,683701.81,0.040116,1,0.0,0.0,19
S4,A,小型,助餐:11.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:50.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:0.60|紧急救助:1.00,0.883333,0.775667,0.775667,17557328.79,365000.0,16496469.39,730000.0,9000.0,17235469.39,686859.41,0.039852,1,0.0,0.0,20
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.817333,0.817333,18139348.88,365000.0,17493797.82,730000.0,9000.0,18232797.82,271551.06,0.014894,1,0.0,0.0,21
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,18268656.78,365000.0,17437650.68,730000.0,9000.0,18176650.68,457006.1,0.025142,1,0.0,0.0,22
S4,A,小型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,18143839.72,365000.0,17330465.33,730000.0,9000.0,18069465.33,439374.39,0.024316,1,0.0,0.0,23
S4,A,小型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.817333,0.817333,18500459.9,365000.0,17275066.92,730000.0,9000.0,18014066.92,851392.99,0.047263,1,0.0,0.0,24
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:30.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:1.00|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.958333,0.813167,0.813167,17980914.06,365000.0,17499254.95,730000.0,9000.0,18238254.95,107659.11,0.005903,1,0.0,0.0,25
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:36.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.75|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.813167,0.813167,17740892.7,365000.0,17292853.92,730000.0,9000.0,18031853.92,74038.78,0.004106,1,0.0,0.0,26
S4,A,小型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.813167,0.813167,18450497.07,365000.0,17182810.72,730000.0,9000.0,17921810.72,893686.35,0.049866,1,0.0,0.0,27
S4,A,小型,助餐:12.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.813167,0.813167,18361796.52,365000.0,17369221.28,730000.0,9000.0,18108221.28,618575.24,0.03416,1,0.0,0.0,28
S4,A,小型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.95,0.809,0.809,17773532.82,365000.0,17334987.57,730000.0,9000.0,18073987.57,64545.25,0.003571,1,0.0,0.0,29
S4,A,小型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.95,0.809,0.809,18126516.99,365000.0,17279099.18,730000.0,9000.0,18018099.18,473417.81,0.026275,1,0.0,0.0,30
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.813889,0.813889,36819372.43,657000.0,35500905.93,1168000.0,16000.0,36684905.93,791466.5,0.021575,1,0.0,0.0,1
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.983333,0.813889,0.813889,36687309.49,657000.0,35661853.9,1168000.0,16000.0,36845853.9,498455.58,0.013528,1,0.0,0.0,2
S4,C,中型,助餐:10.00|日间照料:20.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,35994194.44,657000.0,35366447.14,1168000.0,16000.0,36550447.14,100747.3,0.002756,1,0.0,0.0,3
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.805556,0.805556,36469427.61,657000.0,35392636.14,1168000.0,16000.0,36576636.14,549791.47,0.015031,1,0.0,0.0,4
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,36747790.83,657000.0,35302030.01,1168000.0,16000.0,36486030.01,918760.81,0.025181,1,0.0,0.0,5
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,36539745.5,657000.0,35118427.9,1168000.0,16000.0,36302427.9,894317.6,0.024635,1,0.0,0.0,6
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.966667,0.805556,0.805556,36338716.85,657000.0,35551237.78,1168000.0,16000.0,36735237.78,260479.07,0.007091,1,0.0,0.0,7
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,36617080.07,657000.0,35458728.33,1168000.0,16000.0,36642728.33,631351.73,0.01723,1,0.0,0.0,8
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,36409034.74,657000.0,35271168.03,1168000.0,16000.0,36455168.03,610866.7,0.016757,1,0.0,0.0,9
S4,C,中型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.966667,0.805556,0.805556,37162631.12,657000.0,35208054.97,1168000.0,16000.0,36392054.97,1427576.16,0.039228,1,0.0,0.0,10
S4,C,中型,助餐:12.00|日间照料:22.00|上门护理:45.00|康复理疗:33.60|助浴:30.00|紧急救助:0.00,助餐:0.75|日间照料:0.90|上门护理:0.60|康复理疗:0.75|助浴:0.75|紧急救助:1.00,0.791667,0.718056,0.718056,34302698.84,657000.0,32429394.86,1168000.0,16000.0,33613394.86,1346303.98,0.040053,1,0.0,0.0,11
S4,C,中型,助餐:11.00|日间照料:22.00|上门护理:30.00|康复理疗:33.60|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:0.90|上门护理:1.00|康复理疗:0.75|助浴:1.00|紧急救助:1.00,0.925,0.784722,0.784722,36768575.03,657000.0,34804026.83,1168000.0,16000.0,35988026.83,1437548.2,0.039945,1,0.0,0.0,12
S4,C,中型,助餐:13.00|日间照料:24.00|上门护理:30.00|康复理疗:36.40|助浴:37.50|紧急救助:0.00,助餐:0.60|日间照料:0.75|上门护理:1.00|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.758333,0.701389,0.701389,34861646.21,657000.0,32970456.58,1168000.0,16000.0,34154456.58,1364189.63,0.039942,1,0.0,0.0,13
S4,C,中型,助餐:13.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.60|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.916667,0.780556,0.780556,36634913.11,657000.0,34675931.22,1168000.0,16000.0,35859931.22,1431981.89,0.039933,1,0.0,0.0,14
S4,C,中型,助餐:12.00|日间照料:24.00|上门护理:39.00|康复理疗:42.00|助浴:37.50|紧急救助:0.00,助餐:0.75|日间照料:0.75|上门护理:0.60|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.716667,0.680556,0.680556,33722733.47,657000.0,31875626.32,1168000.0,16000.0,33059626.32,1320107.14,0.039931,1,0.0,0.0,15
S4,C,中型,助餐:11.00|日间照料:24.00|上门护理:33.00|康复理疗:36.40|助浴:50.00|紧急救助:0.00,助餐:0.90|日间照料:0.75|上门护理:0.90|康复理疗:0.60|助浴:0.60|紧急救助:1.00,0.791667,0.718056,0.718056,34598873.17,657000.0,32713452.0,1168000.0,16000.0,33897452.0,1358421.17,0.040074,1,0.0,0.0,16
S4,C,中型,助餐:11.00|日间照料:24.00|上门护理:39.00|康复理疗:33.60|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:0.75|上门护理:0.60|康复理疗:0.75|助浴:0.90|紧急救助:1.00,0.816667,0.730556,0.730556,34979141.88,657000.0,33084278.96,1168000.0,16000.0,34268278.96,1367862.92,0.039916,1,0.0,0.0,17
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:42.00|助浴:25.00|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.60|助浴:1.00|紧急救助:1.00,0.916667,0.780556,0.780556,36627629.01,657000.0,34663073.46,1168000.0,16000.0,35847073.46,1437555.55,0.040102,1,0.0,0.0,18
S4,C,中型,助餐:10.00|日间照料:20.00|上门护理:60.00|康复理疗:33.60|助浴:37.50|紧急救助:0.00,助餐:1.00|日间照料:1.00|上门护理:0.60|康复理疗:0.75|助浴:0.60|紧急救助:1.00,0.825,0.734722,0.734722,33344400.05,657000.0,31512898.8,1168000.0,16000.0,32696898.8,1304501.24,0.039897,1,0.0,0.0,19
S4,C,中型,助餐:11.00|日间照料:24.00|上门护理:33.00|康复理疗:28.00|助浴:30.00|紧急救助:0.00,助餐:0.90|日间照料:0.75|上门护理:0.90|康复理疗:1.00|助浴:0.75|紧急救助:1.00,0.883333,0.763889,0.763889,36066509.03,657000.0,34131053.35,1168000.0,16000.0,35315053.35,1408455.68,0.039883,1,0.0,0.0,20
S4,C,中型,助餐:10.00|日间照料:24.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.75|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.801389,0.801389,37095519.8,657000.0,35051846.14,1168000.0,16000.0,36235846.14,1516673.66,0.041856,1,0.0,0.0,21
S4,C,中型,助餐:12.00|日间照料:20.00|上门护理:30.00|康复理疗:28.00|助浴:25.00|紧急救助:0.00,助餐:0.75|日间照料:1.00|上门护理:1.00|康复理疗:1.00|助浴:1.00|紧急救助:1.00,0.958333,0.801389,0.801389,36840375.95,657000.0,35362845.75,1168000.0,16000.0,36546845.75,950530.2,0.026009,1,0.0,0.0,22
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.95,0.797222,0.797222,36394406.83,657000.0,35196595.62,1168000.0,16000.0,36380595.62,670811.22,0.018439,1,0.0,0.0,23
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.95,0.797222,0.797222,36188513.69,657000.0,35015674.52,1168000.0,16000.0,36199674.52,645839.18,0.017841,1,0.0,0.0,24
S4,C,中型,助餐:10.00|日间照料:22.00|上门护理:33.00|康复理疗:30.80|助浴:25.00|紧急救助:0.00,助餐:1.00|日间照料:0.90|上门护理:0.90|康复理疗:0.90|助浴:1.00|紧急救助:1.00,0.95,0.797222,0.797222,36457137.47,657000.0,34923017.12,1168000.0,16000.0,36107017.12,1007120.35,0.027893,1,0.0,0.0,25
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:30.00|康复理疗:30.80|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:1.00|康复理疗:0.90|助浴:0.90|紧急救助:1.00,0.95,0.797222,0.797222,36265048.25,657000.0,35351039.72,1168000.0,16000.0,36535039.72,387008.53,0.010593,1,0.0,0.0,26
S4,C,中型,助餐:11.00|日间照料:20.00|上门护理:33.00|康复理疗:28.00|助浴:27.50|紧急救助:0.00,助餐:0.90|日间照料:1.00|上门护理:0.90|康复理疗:1.00|助浴:0.90|紧急救助:1.00,0.95,0.797222,0.797222,36059155.11,657000.0,35166248.01,1168000.0,16000.0,36350248.01,365907.1,0.010066,1,0.0,0.0,27
